Ind_code,Ind_name,Area_code,Area_name,Area_type,Age,SEB,Category_type,Category,Value,LCI,UCI,SE,Sample_size,Time_period,Unit,Value_note
IN33,Occupational level of young people ,TLM7,Eastern Scotland,ITL2,25-29,,Occupational level ,Higher professional,-0.27514,-1.2789246,0.7286446,0.512135,285,2018-2021,Random effect,
IN33,Occupational level of young people ,TLM8,West Central Scotland,ITL2,25-29,,Occupational level ,Higher professional,-0.0128,-1.02182564,0.99622564,0.514809,233,2018-2021,Random effect,
IN33,Occupational level of young people ,TLM9,Southern Scotland,ITL2,25-29,,Occupational level ,Higher professional,-0.15807,-1.17884976,0.86270976,0.520806,128,2018-2021,Random effect,
IN33,Occupational level of young people ,TLM5,North Eastern Scotland,ITL2,25-29,,Occupational level ,Higher professional,0.00743,-1.01886128,1.03372128,0.523618,77,2018-2021,Random effect,
IN34,Earnings of young people,TLI3,Inner London - West,ITL2,25-29,,,,2.545391,-58.195695,63.286477,30.99035,14,2018-2021,Random effect,
IN34,Earnings of young people,TLI4,Inner London - East,ITL2,25-29,,,,27.03765,-24.0052776,78.0805776,26.04231,47,2018-2021,Random effect,
IN34,Earnings of young people,TLI6,Outer London - South,ITL2,25-29,,,,57.32725,3.1775852,111.4769148,27.62738,30,2018-2021,Random effect,
IN34,Earnings of young people,TLI5,Outer London - East and North East,ITL2,25-29,,,,51.55183,6.3221056,96.7815544,23.07639,69,2018-2021,Random effect,
IN34,Earnings of young people,TLI7,Outer London - West and North West,ITL2,25-29,,,,22.5099,-29.599934,74.619734,26.58665,38,2018-2021,Random effect,
IN34,Earnings of young people,TLH2,Bedfordshire and Hertfordshire,ITL2,25-29,,,,23.64937,-19.2541088,66.5528488,21.88953,90,2018-2021,Random effect,
IN34,Earnings of young people,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,25-29,,,,14.36387,-23.3594268,52.0871668,19.24658,133,2018-2021,Random effect,
IN34,Earnings of young people,TLD6,Cheshire,ITL2,25-29,,,,-30.4224,-80.4613764,19.6165764,25.53009,49,2018-2021,Random effect,
IN34,Earnings of young people,TLK3,Cornwall and Isles of Scilly,ITL2,25-29,,,,-16.0305,-72.4799896,40.4189896,28.80076,26,2018-2021,Random effect,
IN34,Earnings of young people,TLD1,Cumbria,ITL2,25-29,,,,-1.3069,-52.61039,49.99659,26.17525,42,2018-2021,Random effect,
IN34,Earnings of young people,TLF1,Derbyshire and Nottinghamshire,ITL2,25-29,,,,-5.92567,-44.9676352,33.1162952,19.91937,119,2018-2021,Random effect,
IN34,Earnings of young people,TLK4,Devon,ITL2,25-29,,,,4.503971,-44.134311,53.142253,24.81545,56,2018-2021,Random effect,
IN34,Earnings of young people,TLK2,Dorset and Somerset,ITL2,25-29,,,,16.86,-27.8394464,61.5594464,22.80584,74,2018-2021,Random effect,
IN34,Earnings of young people,TLH1,East Anglia,ITL2,25-29,,,,-6.61004,-46.4881412,33.2680612,20.34597,113,2018-2021,Random effect,
IN34,Earnings of young people,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,25-29,,,,-4.73886,-52.93575,43.45803,24.59025,54,2018-2021,Random effect,
IN34,Earnings of young people,TLH3,Essex,ITL2,25-29,,,,10.94569,-32.2682528,54.1596328,22.04793,81,2018-2021,Random effect,
IN34,Earnings of young people,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,25-29,,,,-23.5748,-61.9404476,14.7908476,19.57431,122,2018-2021,Random effect,
IN34,Earnings of young people,TLD3,Greater Manchester,ITL2,25-29,,,,-20.973,-61.1000408,19.1540408,20.47298,104,2018-2021,Random effect,
IN34,Earnings of young people,TLJ3,Hampshire and Isle of Wight,ITL2,25-29,,,,22.8243,-19.1864576,64.8350576,21.43406,91,2018-2021,Random effect,
IN34,Earnings of young people,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,25-29,,,,6.305569,-39.1051614,51.7162994,23.16874,68,2018-2021,Random effect,
IN34,Earnings of young people,TLJ4,Kent,ITL2,25-29,,,,-12.2588,-55.4727428,30.9551428,22.04793,81,2018-2021,Random effect,
IN34,Earnings of young people,TLD4,Lancashire,ITL2,25-29,,,,-31.9442,-77.3549304,13.4665304,23.16874,71,2018-2021,Random effect,
IN34,Earnings of young people,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,25-29,,,,24.22732,-19.1444028,67.5990428,22.12843,81,2018-2021,Random effect,
IN34,Earnings of young people,TLF3,Lincolnshire,ITL2,25-29,,,,-18.2039,-71.4504556,35.0426556,27.16661,33,2018-2021,Random effect,
IN34,Earnings of young people,TLD7,Merseyside,ITL2,25-29,,,,-11.3037,-58.2451904,35.6377904,23.94974,61,2018-2021,Random effect,
IN34,Earnings of young people,TLE2,North Yorkshire,ITL2,25-29,,,,35.1286,-14.4301176,84.6873176,25.28506,50,2018-2021,Random effect,
IN34,Earnings of young people,TLN0,Northern Ireland,ITL2,25-29,,,,-25.2929,-57.7096928,7.1238928,16.53918,198,2018-2021,Random effect,
IN34,Earnings of young people,TLC2,Northumberland and Tyne and Wear,ITL2,25-29,,,,-22.0676,-66.7670464,22.6318464,22.80584,74,2018-2021,Random effect,
IN34,Earnings of young people,TLG2,Shropshire and Staffordshire,ITL2,25-29,,,,-10.2862,-53.9787356,33.4063356,22.29211,80,2018-2021,Random effect,
IN34,Earnings of young people,TLE3,South Yorkshire,ITL2,25-29,,,,-31.336,-76.7467304,14.0747304,23.16874,69,2018-2021,Random effect,
IN34,Earnings of young people,TLJ2,"Surrey, East and West Sussex",ITL2,25-29,,,,51.06117,10.8079052,91.3144348,20.53738,105,2018-2021,Random effect,
IN34,Earnings of young people,TLC1,Tees Valley and Durham,ITL2,25-29,,,,-31.871,-77.6503476,13.9083476,23.35681,67,2018-2021,Random effect,
IN34,Earnings of young people,TLG3,West Midlands,ITL2,25-29,,,,-1.17733,-39.2177352,36.8630752,19.40837,124,2018-2021,Random effect,
IN34,Earnings of young people,TLE4,West Yorkshire,ITL2,25-29,,,,-31.4025,-71.6557648,8.8507648,20.53738,105,2018-2021,Random effect,
IN34,Earnings of young people,TLL1,West Wales and The Valleys,ITL2,25-29,,,,0.943933,-39.3093318,41.1971978,20.53738,104,2018-2021,Random effect,
IN34,Earnings of young people,TLL2,East Wales,ITL2,25-29,,,,-9.85072,-58.714304,39.012864,24.9304,53,2018-2021,Random effect,
IN34,Earnings of young people,TLM6,Highlands and Islands,ITL2,25-29,,,,-13.1753,-74.3569156,48.0063156,31.21511,12,2018-2021,Random effect,
IN34,Earnings of young people,TLM7,Eastern Scotland,ITL2,25-29,,,,-31.0352,-74.093068,12.022668,21.9683,82,2018-2021,Random effect,
IN34,Earnings of young people,TLM8,West Central Scotland,ITL2,25-29,,,,26.78726,-19.562232,73.136752,23.6477,63,2018-2021,Random effect,
IN34,Earnings of young people,TLM9,Southern Scotland,ITL2,25-29,,,,-23.7565,-78.5344232,31.0214232,27.94792,30,2018-2021,Random effect,
IN34,Earnings of young people,TLM5,North Eastern Scotland,ITL2,25-29,,,,15.97059,-43.0990668,75.0402468,30.13758,16,2018-2021,Random effect,
DR32,Youth unemployment,TLI3,Inner London - West,ITL2,16-24,,,,24.3,15.088,33.512,4.7,84,2018-2021,Percentage,
DR32,Youth unemployment,TLI4,Inner London - East,ITL2,16-24,,,,24.5,18.228,30.772,3.2,187,2018-2021,Percentage,
DR32,Youth unemployment,TLI6,Outer London - South,ITL2,16-24,,,,23,16.532,29.468,3.3,159,2018-2021,Percentage,
DR32,Youth unemployment,TLI5,Outer London - East and North East,ITL2,16-24,,,,18.2,12.908,23.492,2.7,206,2018-2021,Percentage,
DR32,Youth unemployment,TLI7,Outer London - West and North West,ITL2,16-24,,,,21.7,15.82,27.58,3,193,2018-2021,Percentage,
DR32,Youth unemployment,TLH2,Bedfordshire and Hertfordshire,ITL2,16-24,,,,12.4,9.264,15.536,1.6,431,2018-2021,Percentage,
DR32,Youth unemployment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,16-24,,,,11.8,8.86,14.74,1.5,465,2018-2021,Percentage,
DR32,Youth unemployment,TLD6,Cheshire,ITL2,16-24,,,,10.8,6.488,15.112,2.2,192,2018-2021,Percentage,
DR32,Youth unemployment,TLK3,Cornwall and Isles of Scilly,ITL2,16-24,,,,12.6,7.112,18.088,2.8,137,2018-2021,Percentage,
DR32,Youth unemployment,TLD1,Cumbria,ITL2,16-24,,,,10.9,5.608,16.192,2.7,130,2018-2021,Percentage,
DR32,Youth unemployment,TLF1,Derbyshire and Nottinghamshire,ITL2,16-24,,,,16,12.472,19.528,1.8,406,2018-2021,Percentage,
DR32,Youth unemployment,TLK4,Devon,ITL2,16-24,,,,12.2,8.28,16.12,2,266,2018-2021,Percentage,
DR32,Youth unemployment,TLK2,Dorset and Somerset,ITL2,16-24,,,,11.7,7.78,15.62,2,263,2018-2021,Percentage,
DR32,Youth unemployment,TLH1,East Anglia,ITL2,16-24,,,,13.8,10.86,16.74,1.5,503,2018-2021,Percentage,
DR32,Youth unemployment,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,16-24,,,,18.5,12.424,24.576,3.1,157,2018-2021,Percentage,
DR32,Youth unemployment,TLH3,Essex,ITL2,16-24,,,,10.7,7.368,14.032,1.7,346,2018-2021,Percentage,
DR32,Youth unemployment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,16-24,,,,10.5,7.952,13.048,1.3,533,2018-2021,Percentage,
DR32,Youth unemployment,TLD3,Greater Manchester,ITL2,16-24,,,,18.9,15.176,22.624,1.9,416,2018-2021,Percentage,
DR32,Youth unemployment,TLJ3,Hampshire and Isle of Wight,ITL2,16-24,,,,12.7,9.172,16.228,1.8,363,2018-2021,Percentage,
DR32,Youth unemployment,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,16-24,,,,10.9,6.98,14.82,2,238,2018-2021,Percentage,
DR32,Youth unemployment,TLJ4,Kent,ITL2,16-24,,,,14.9,10.98,18.82,2,310,2018-2021,Percentage,
DR32,Youth unemployment,TLD4,Lancashire,ITL2,16-24,,,,11.7,7.976,15.424,1.9,300,2018-2021,Percentage,
DR32,Youth unemployment,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,16-24,,,,15.7,11.976,19.424,1.9,386,2018-2021,Percentage,
DR32,Youth unemployment,TLF3,Lincolnshire,ITL2,16-24,,,,13.5,8.208,18.792,2.7,157,2018-2021,Percentage,
DR32,Youth unemployment,TLD7,Merseyside,ITL2,16-24,,,,11.5,7.188,15.812,2.2,211,2018-2021,Percentage,
DR32,Youth unemployment,TLE2,North Yorkshire,ITL2,16-24,,,,10.4,6.088,14.712,2.2,190,2018-2021,Percentage,
DR32,Youth unemployment,TLN0,Northern Ireland,ITL2,16-24,,,,9.5,7.54,11.46,1,839,2018-2021,Percentage,
DR32,Youth unemployment,TLC2,Northumberland and Tyne and Wear,ITL2,16-24,,,,15.7,11.388,20.012,2.2,267,2018-2021,Percentage,
DR32,Youth unemployment,TLG2,Shropshire and Staffordshire,ITL2,16-24,,,,13.3,9.576,17.024,1.9,309,2018-2021,Percentage,
DR32,Youth unemployment,TLE3,South Yorkshire,ITL2,16-24,,,,12.8,8.488,17.112,2.2,225,2018-2021,Percentage,
DR32,Youth unemployment,TLJ2,"Surrey, East and West Sussex",ITL2,16-24,,,,11.5,8.56,14.44,1.5,462,2018-2021,Percentage,
DR32,Youth unemployment,TLC1,Tees Valley and Durham,ITL2,16-24,,,,15.8,11.292,20.308,2.3,245,2018-2021,Percentage,
DR32,Youth unemployment,TLG3,West Midlands,ITL2,16-24,,,,17.4,14.068,20.732,1.7,491,2018-2021,Percentage,
DR32,Youth unemployment,TLE4,West Yorkshire,ITL2,16-24,,,,15.7,12.172,19.228,1.8,398,2018-2021,Percentage,
DR32,Youth unemployment,TLL1,West Wales and The Valleys,ITL2,16-24,,,,12.6,9.268,15.932,1.7,367,2018-2021,Percentage,
DR32,Youth unemployment,TLL2,East Wales,ITL2,16-24,,,,14.3,9.596,19.004,2.4,215,2018-2021,Percentage,
DR32,Youth unemployment,TLM6,Highlands and Islands,ITL2,16-24,,,,4.2,-0.504,8.904,2.4,69,2018-2021,Percentage,
DR32,Youth unemployment,TLM7,Eastern Scotland,ITL2,16-24,,,,12.2,8.672,15.728,1.8,336,2018-2021,Percentage,
DR32,Youth unemployment,TLM8,West Central Scotland,ITL2,16-24,,,,10.6,7.072,14.128,1.8,280,2018-2021,Percentage,
DR32,Youth unemployment,TLM9,Southern Scotland,ITL2,16-24,,,,15,9.512,20.488,2.8,161,2018-2021,Percentage,
DR32,Youth unemployment,TLM5,North Eastern Scotland,ITL2,16-24,,,,13.1,6.24,19.96,3.5,95,2018-2021,Percentage,
DR32,Youth unemployment,K02000001,United Kingdom,Country,16-24,,,,14.1,13.512,14.688,0.3,11988,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI3,Inner London - West,ITL2,22-29,,Occupational level ,Higher professional,18.7,11.84,25.56,3.5,127,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI4,Inner London - East,ITL2,22-29,,Occupational level ,Higher professional,13.2,9.28,17.12,2,295,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI6,Outer London - South,ITL2,22-29,,Occupational level ,Higher professional,13.7,9.192,18.208,2.3,222,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI5,Outer London - East and North East,ITL2,22-29,,Occupational level ,Higher professional,15.1,11.376,18.824,1.9,350,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI7,Outer London - West and North West,ITL2,22-29,,Occupational level ,Higher professional,11.2,7.476,14.924,1.9,289,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLH2,Bedfordshire and Hertfordshire,ITL2,22-29,,Occupational level ,Higher professional,14.8,11.664,17.936,1.6,523,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,22-29,,Occupational level ,Higher professional,15.1,12.356,17.844,1.4,628,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD6,Cheshire,ITL2,22-29,,Occupational level ,Higher professional,13.9,9.588,18.212,2.2,238,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK3,Cornwall and Isles of Scilly,ITL2,22-29,,Occupational level ,Higher professional,12.3,6.616,17.984,2.9,128,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD1,Cumbria,ITL2,22-29,,Occupational level ,Higher professional,15.6,10.112,21.088,2.8,167,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLF1,Derbyshire and Nottinghamshire,ITL2,22-29,,Occupational level ,Higher professional,11.3,8.752,13.848,1.3,554,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK4,Devon,ITL2,22-29,,Occupational level ,Higher professional,12.1,8.572,15.628,1.8,317,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK2,Dorset and Somerset,ITL2,22-29,,Occupational level ,Higher professional,17.9,13.98,21.82,2,351,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLH1,East Anglia,ITL2,22-29,,Occupational level ,Higher professional,13.8,11.056,16.544,1.4,649,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,22-29,,Occupational level ,Higher professional,11.7,7.584,15.816,2.1,245,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLH3,Essex,ITL2,22-29,,Occupational level ,Higher professional,12.7,9.564,15.836,1.6,443,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,22-29,,Occupational level ,Higher professional,11.2,8.848,13.552,1.2,712,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD3,Greater Manchester,ITL2,22-29,,Occupational level ,Higher professional,11.8,9.252,14.348,1.3,644,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ3,Hampshire and Isle of Wight,ITL2,22-29,,Occupational level ,Higher professional,15.2,11.868,18.532,1.7,462,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,22-29,,Occupational level ,Higher professional,13.2,9.672,16.728,1.8,343,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ4,Kent,ITL2,22-29,,Occupational level ,Higher professional,12,8.864,15.136,1.6,405,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD4,Lancashire,ITL2,22-29,,Occupational level ,Higher professional,11.1,8.16,14.04,1.5,421,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,22-29,,Occupational level ,Higher professional,13.4,10.264,16.536,1.6,472,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLF3,Lincolnshire,ITL2,22-29,,Occupational level ,Higher professional,5.7,2.564,8.836,1.6,203,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD7,Merseyside,ITL2,22-29,,Occupational level ,Higher professional,9.3,6.164,12.436,1.6,330,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE2,North Yorkshire,ITL2,22-29,,Occupational level ,Higher professional,12.6,8.288,16.912,2.2,230,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLN0,Northern Ireland,ITL2,22-29,,Occupational level ,Higher professional,11.9,10.136,13.664,0.9,"1,328",2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLC2,Northumberland and Tyne and Wear,ITL2,22-29,,Occupational level ,Higher professional,8.7,5.956,11.444,1.4,397,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLG2,Shropshire and Staffordshire,ITL2,22-29,,Occupational level ,Higher professional,11.5,8.364,14.636,1.6,423,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE3,South Yorkshire,ITL2,22-29,,Occupational level ,Higher professional,11.1,7.964,14.236,1.6,370,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ2,"Surrey, East and West Sussex",ITL2,22-29,,Occupational level ,Higher professional,17.2,14.26,20.14,1.5,617,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLC1,Tees Valley and Durham,ITL2,22-29,,Occupational level ,Higher professional,8.4,5.46,11.34,1.5,360,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLG3,West Midlands,ITL2,22-29,,Occupational level ,Higher professional,11.3,9.144,13.456,1.1,758,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE4,West Yorkshire,ITL2,22-29,,Occupational level ,Higher professional,10.5,7.952,13.048,1.3,588,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLL1,West Wales and The Valleys,ITL2,22-29,,Occupational level ,Higher professional,11.4,8.852,13.948,1.3,580,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLL2,East Wales,ITL2,22-29,,Occupational level ,Higher professional,11.3,7.772,14.828,1.8,304,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM6,Highlands and Islands,ITL2,22-29,,Occupational level ,Higher professional,8.2,2.908,13.492,2.7,106,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM7,Eastern Scotland,ITL2,22-29,,Occupational level ,Higher professional,9.8,7.056,12.544,1.4,444,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM8,West Central Scotland,ITL2,22-29,,Occupational level ,Higher professional,10.2,7.26,13.14,1.5,384,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM9,Southern Scotland,ITL2,22-29,,Occupational level ,Higher professional,6.6,3.268,9.932,1.7,211,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM5,North Eastern Scotland,ITL2,22-29,,Occupational level ,Higher professional,11.8,6.116,17.484,2.9,123,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,,Occupational level ,Higher professional,12.3,11.712,12.888,0.3,"16,741",2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI3,Inner London - West,ITL2,22-29,,Occupational level ,Lower working,31.2,23.164,39.236,4.1,127,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI4,Inner London - East,ITL2,22-29,,Occupational level ,Lower working,25.9,20.804,30.996,2.6,295,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI6,Outer London - South,ITL2,22-29,,Occupational level ,Lower working,23.6,17.916,29.284,2.9,222,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI5,Outer London - East and North East,ITL2,22-29,,Occupational level ,Lower working,22.2,17.888,26.512,2.2,350,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLI7,Outer London - West and North West,ITL2,22-29,,Occupational level ,Lower working,26.3,21.204,31.396,2.6,289,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLH2,Bedfordshire and Hertfordshire,ITL2,22-29,,Occupational level ,Lower working,21.7,18.172,25.228,1.8,523,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL2,22-29,,Occupational level ,Lower working,18.3,15.36,21.24,1.5,628,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD6,Cheshire,ITL2,22-29,,Occupational level ,Lower working,24.8,19.312,30.288,2.8,238,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK3,Cornwall and Isles of Scilly,ITL2,22-29,,Occupational level ,Lower working,24.8,17.352,32.248,3.8,128,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD1,Cumbria,ITL2,22-29,,Occupational level ,Lower working,18.1,12.22,23.98,3,167,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLF1,Derbyshire and Nottinghamshire,ITL2,22-29,,Occupational level ,Lower working,24.9,21.372,28.428,1.8,554,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK4,Devon,ITL2,22-29,,Occupational level ,Lower working,21.7,17.192,26.208,2.3,317,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK2,Dorset and Somerset,ITL2,22-29,,Occupational level ,Lower working,20.8,16.488,25.112,2.2,351,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLH1,East Anglia,ITL2,22-29,,Occupational level ,Lower working,21.1,17.964,24.236,1.6,649,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE1,East Yorkshire and Northern Lincolnshire,ITL2,22-29,,Occupational level ,Lower working,26.4,20.912,31.888,2.8,245,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLH3,Essex,ITL2,22-29,,Occupational level ,Lower working,16.8,13.272,20.328,1.8,443,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL2,22-29,,Occupational level ,Lower working,18.9,15.96,21.84,1.5,712,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD3,Greater Manchester,ITL2,22-29,,Occupational level ,Lower working,27.1,23.572,30.628,1.8,644,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ3,Hampshire and Isle of Wight,ITL2,22-29,,Occupational level ,Lower working,19.1,15.572,22.628,1.8,462,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLG1,"Herefordshire, Worcestershire and Warwickshire",ITL2,22-29,,Occupational level ,Lower working,21.6,17.288,25.912,2.2,343,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ4,Kent,ITL2,22-29,,Occupational level ,Lower working,19.1,15.18,23.02,2,405,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD4,Lancashire,ITL2,22-29,,Occupational level ,Lower working,20.7,16.78,24.62,2,421,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLF2,"Leicestershire, Rutland and Northamptonshire",ITL2,22-29,,Occupational level ,Lower working,17.8,14.272,21.328,1.8,472,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLF3,Lincolnshire,ITL2,22-29,,Occupational level ,Lower working,17.7,12.408,22.992,2.7,203,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLD7,Merseyside,ITL2,22-29,,Occupational level ,Lower working,24.4,19.696,29.104,2.4,330,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE2,North Yorkshire,ITL2,22-29,,Occupational level ,Lower working,11.7,7.584,15.816,2.1,230,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLN0,Northern Ireland,ITL2,22-29,,Occupational level ,Lower working,28.2,25.848,30.552,1.2,"1,328",2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLC2,Northumberland and Tyne and Wear,ITL2,22-29,,Occupational level ,Lower working,28,23.492,32.508,2.3,397,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLG2,Shropshire and Staffordshire,ITL2,22-29,,Occupational level ,Lower working,24.4,20.284,28.516,2.1,423,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE3,South Yorkshire,ITL2,22-29,,Occupational level ,Lower working,24.9,20.392,29.408,2.3,370,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLJ2,"Surrey, East and West Sussex",ITL2,22-29,,Occupational level ,Lower working,18.5,15.364,21.636,1.6,617,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLC1,Tees Valley and Durham,ITL2,22-29,,Occupational level ,Lower working,25.7,21.192,30.208,2.3,360,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLG3,West Midlands,ITL2,22-29,,Occupational level ,Lower working,26,22.864,29.136,1.6,758,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLE4,West Yorkshire,ITL2,22-29,,Occupational level ,Lower working,24.6,21.072,28.128,1.8,588,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLL1,West Wales and The Valleys,ITL2,22-29,,Occupational level ,Lower working,26.2,22.672,29.728,1.8,580,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLL2,East Wales,ITL2,22-29,,Occupational level ,Lower working,24.4,19.5,29.3,2.5,304,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM6,Highlands and Islands,ITL2,22-29,,Occupational level ,Lower working,32.2,23.184,41.216,4.6,106,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM7,Eastern Scotland,ITL2,22-29,,Occupational level ,Lower working,25.7,21.584,29.816,2.1,444,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM8,West Central Scotland,ITL2,22-29,,Occupational level ,Lower working,28.6,24.092,33.108,2.3,384,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM9,Southern Scotland,ITL2,22-29,,Occupational level ,Lower working,20.8,15.312,26.288,2.8,211,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,TLM5,North Eastern Scotland,ITL2,22-29,,Occupational level ,Lower working,22.3,14.852,29.748,3.8,123,2018-2021,Percentage,
DR33,Type of employment opportunities for young people,K02000001,United Kingdom,Country,22-29,,Occupational level ,Lower working,23,22.412,23.588,0.3,"16,741",2018-2021,Percentage,
