year,ind_code,ind_name,area_type,area_code,area_name,time_period,seb,age,sex,category_type,category,category_type2,category2,value,sample_size,lci,uci,se,unit,value_note
NA,DR13,Distribution of parental education,ITL2,TLH2,Shropshire and Staffordshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",16.6530773729107,3979,15.4954703940885,17.8106843517328,0.590615805521509,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cheshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",14.520028600618,2243,13.0620291693921,15.9780280318439,0.743877260829527,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Derbyshire and Nottinghamshire,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",15.9656772195032,5451,14.9932882918209,16.9380661471856,0.496116799837947,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Yorkshire and Northern Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",17.4092366720584,2373,15.8835589421367,18.9349144019801,0.778407005062101,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,South Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",18.4164917448429,2932,17.0134237175233,19.8195597721626,0.715851034346752,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",16.5215906866089,6763,15.6364763212123,17.4067050520056,0.451588961937075,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Greater Manchester,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",15.3962014577344,7396,14.5736570692139,16.2187458462549,0.419665504347188,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lancashire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",17.4960514390575,3944,16.3102963188783,18.6818065592368,0.604977102132273,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Merseyside,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,"O level, GCSE and equivalent",16.6992863600462,3399,15.4454126225934,17.953160097499,0.639731498700414,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",15.8123950960808,2421,14.3590070548856,17.265783137276,0.741524510813878,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Tees Valley and Durham,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",16.0218298756787,3235,14.7577975211222,17.2858622302353,0.644914466610486,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cumbria,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",17.5752149462501,1296,15.5030095285531,19.6474203639472,1.05724766209033,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northumberland and Tyne and Wear,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",17.8084385730457,3544,16.548829583173,19.0680475629183,0.642657647894198,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northern Ireland,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",16.08998549294,10232,15.3780174017435,16.8019535841365,0.363249026120673,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Wales and The Valleys,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,"O level, GCSE and equivalent",18.2344682575779,5063,17.1708548776702,19.2980816374856,0.542659887708011,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Wales,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",14.9397925302831,2916,13.645901168108,16.2336838924581,0.660148654170942,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Southern Scotland,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,"O level, GCSE and equivalent",15.4082931781921,2305,13.9344143951511,16.8821719612332,0.751978970939323,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",11.697059184516,4843,10.7919004132375,12.6022179557945,0.461815699631896,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Central Scotland,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",13.3045322411879,3173,12.1228001279335,14.4862643544424,0.602924547578809,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,"O level, GCSE and equivalent",13.6579091819053,1162,11.6834125458661,15.6324058179444,1.00739624287713,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Highlands and Islands,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",14.2418222200235,815,11.8424489336807,16.6411955063663,1.22417004405243,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,NA,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,"O level, GCSE and equivalent",14.2197382398409,5215,13.2718254141801,15.1676510655017,0.483628992684083,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cornwall and Isles of Scilly,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.404620735566433,1256,0.0535416858430837,0.755699785289782,0.179121964144566,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Devon,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.674309165823369,2865,0.374631700410895,0.973986631235844,0.152896666026773,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Dorset and Somerset,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.355238997688826,3535,0.159106790727267,0.551371204650385,0.100067452531408,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Gloucestershire, Wiltshire and Bath/Bristol area",2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.139198400810835,6074,0.0454350057053664,0.232961795916304,0.0478384668905454,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Hampshire and Isle of Wight,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.292321119199049,4973,0.142269308223489,0.442372930174609,0.076557046416102,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Surrey, East and West Sussex",2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.35023643325215,6948,0.211322770195472,0.489150096308828,0.0708743178860602,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Kent,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.254571726055346,4174,0.101698499376944,0.407444952733749,0.0779965442236745,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - South,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.0784597641719833,3441,-0.0150951908202339,0.1720147191642,0.0477321198939884,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - East and North East,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.311882296000509,4656,0.151717654936317,0.472046937064702,0.08171665360418,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - East,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.349012147933351,4454,0.175814479653121,0.52220981621358,0.0883661572858315,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Inner London - West,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.292945337522414,1756,0.0401610624133542,0.545729612631474,0.128971568933194,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Outer London - West and North West,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.262335346117248,4913,0.11930088249539,0.405369809739105,0.0729767671540088,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Berkshire, Buckinghamshire and Oxfordshire",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.258808845874425,6785,0.137913946357257,0.379703745391593,0.0616810711822284,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Bedfordshire and Hertfordshire,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.160547816526185,4936,0.0488558873484919,0.272239745703878,0.0569856781518843,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Essex,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.389049569027233,4302,0.203022184728463,0.575076953326002,0.0949119307646783,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Herefordshire, Worcestershire and Warwickshire",2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.396657939407015,3844,0.197952656816364,0.595363221997665,0.10138024621972,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Midlands,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.327898990870149,6926,0.193259743812417,0.462538237927881,0.068693493396802,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,"Leicestershire, Rutland and Northamptonshire",2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.215181313520899,5226,0.0895476911056232,0.340814935936175,0.0640987869465693,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Anglia,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.321093910325152,6636,0.184974346485366,0.457213474164938,0.0694487570611154,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.228602154300886,1840,0.0103842665376703,0.446820042064102,0.111335657022049,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Shropshire and Staffordshire,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.272256870728725,3979,0.11034953678777,0.434164204669681,0.0826057826229364,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cheshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.601919860465175,2243,0.28180947140692,0.922030249523429,0.163321627070538,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Derbyshire and Nottinghamshire,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.343414586487267,5451,0.188111405737491,0.498717767237043,0.0792363167090696,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Yorkshire and Northern Lincolnshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.233623756033849,2373,0.0393751986420004,0.427872313425697,0.0991064068325758,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,South Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.251687168778776,2932,0.0703205295822614,0.43305380797529,0.0925339995900583,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.422283620389383,6763,0.267733418416791,0.576833822361974,0.0788521438635671,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Greater Manchester,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.259464477288145,7396,0.143524710640341,0.375404243935949,0.0591529421672469,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Lancashire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.253367410281148,3944,0.0964713220003238,0.410263498561973,0.0800490246330738,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Merseyside,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.167579321575385,3399,0.0300717843453533,0.305086858805417,0.0701569067500161,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Yorkshire,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.203521580690659,2421,0.0239979932119224,0.383045168169395,0.0915936670809879,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Tees Valley and Durham,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.311237663572518,3235,0.119287669008699,0.503187658136337,0.0979336706958261,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Cumbria,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.141978509509135,1296,-0.0630226679101165,0.346979686928386,0.104592437458802,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northumberland and Tyne and Wear,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.153116186010613,3544,0.0243840356869956,0.281848336334231,0.0656796685324579,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Northern Ireland,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.552880461362108,10232,0.409203368818233,0.696557553905984,0.0733046390529977,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Wales and The Valleys,2014 to 2022,Total,40,Total,Highest qualification,4,Quintile,NA,0.393694047922223,5063,0.22119966827395,0.566188427570496,0.0880073365552412,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,East Wales,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.407361655094487,2916,0.176173274135445,0.638550036053529,0.117953255591348,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Southern Scotland,2014 to 2022,Total,40,Total,Highest qualification,2,Quintile,NA,0.230628262005677,2305,0.0347999464425381,0.426456577568817,0.0999124058995608,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.159476371302861,4843,0.0470934196073081,0.271859322998413,0.0573382406609962,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,West Central Scotland,2014 to 2022,Total,40,Total,Highest qualification,3,Quintile,NA,0.282233232691735,3173,0.097641867292512,0.466824598090959,0.0941792680608282,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,North Eastern Scotland,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.187060735542616,1162,-0.0613885479211984,0.43551001900643,0.126759838501946,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,Highlands and Islands,2014 to 2022,Total,40,Total,Highest qualification,5,Quintile,NA,0.849088291121937,815,0.219144138528998,1.47903244371488,0.32140007785354,Percentage,NA
NA,DR13,Distribution of parental education,ITL2,TLH2,NA,2014 to 2022,Total,40,Total,Highest qualification,1,Quintile,NA,0.191032713782472,5215,0.0725192835077985,0.309546144057145,0.0604660358544251,Percentage,NA
